Datetime,Buy_Count,Sell_Count,B_S,Position
2023-12-26 19:30:00+00:00,3,35,-32,No Signal
2023-12-26 20:30:00+00:00,4,22,-18,No Signal
2023-12-27 14:30:00+00:00,5,10,-5,No Signal
2023-12-27 15:30:00+00:00,6,12,-6,No Signal
2023-12-27 16:30:00+00:00,5,14,-9,No Signal
2023-12-27 17:30:00+00:00,5,14,-9,No Signal
2023-12-27 18:30:00+00:00,3,37,-34,No Signal
2023-12-27 19:30:00+00:00,5,24,-19,No Signal
2023-12-27 20:30:00+00:00,2,31,-29,No Signal
2023-12-28 14:30:00+00:00,9,27,-18,No Signal
2023-12-28 15:30:00+00:00,9,27,-18,No Signal
2023-12-28 16:30:00+00:00,5,20,-15,No Signal
2023-12-28 17:30:00+00:00,5,19,-14,No Signal
2023-12-28 18:30:00+00:00,4,17,-13,No Signal
2023-12-28 19:30:00+00:00,15,10,5,No Signal
2023-12-28 20:30:00+00:00,12,11,1,No Signal
2023-12-29 14:30:00+00:00,14,18,-4,No Signal
2023-12-29 15:30:00+00:00,31,8,23,Short
2023-12-29 16:30:00+00:00,25,4,21,No Signal
2023-12-29 17:30:00+00:00,15,4,11,No Signal
2023-12-29 18:30:00+00:00,12,6,6,No Signal
2023-12-29 19:30:00+00:00,9,8,1,No Signal
2023-12-29 20:30:00+00:00,16,4,12,No Signal
2024-01-02 14:30:00+00:00,51,13,38,No Signal
2024-01-02 15:30:00+00:00,45,10,35,No Signal
2024-01-02 16:30:00+00:00,47,14,33,No Signal
2024-01-02 17:30:00+00:00,50,12,38,No Signal
2024-01-02 18:30:00+00:00,53,11,42,No Signal
2024-01-02 19:30:00+00:00,54,10,44,No Signal
2024-01-02 20:30:00+00:00,41,13,28,No Signal
2024-01-03 14:30:00+00:00,57,9,48,No Signal
2024-01-03 15:30:00+00:00,48,10,38,No Signal
2024-01-03 16:30:00+00:00,48,11,37,No Signal
2024-01-03 17:30:00+00:00,53,11,42,No Signal
2024-01-03 18:30:00+00:00,49,12,37,No Signal
2024-01-03 19:30:00+00:00,56,7,49,No Signal
2024-01-03 20:30:00+00:00,56,7,49,No Signal
2024-01-04 14:30:00+00:00,35,8,27,No Signal
2024-01-04 15:30:00+00:00,30,7,23,No Signal
2024-01-04 16:30:00+00:00,34,4,30,No Signal
2024-01-04 17:30:00+00:00,31,4,27,No Signal
2024-01-04 18:30:00+00:00,30,4,26,No Signal
2024-01-04 19:30:00+00:00,20,7,13,No Signal
2024-01-04 20:30:00+00:00,34,2,32,No Signal
2024-01-05 14:30:00+00:00,15,11,4,No Signal
2024-01-05 15:30:00+00:00,21,12,9,No Signal
2024-01-05 16:30:00+00:00,22,8,14,No Signal
2024-01-05 17:30:00+00:00,27,9,18,No Signal
2024-01-05 18:30:00+00:00,28,7,21,No Signal
2024-01-05 19:30:00+00:00,27,5,22,No Signal
2024-01-05 20:30:00+00:00,19,6,13,No Signal
2024-01-08 14:30:00+00:00,15,16,-1,No Signal
2024-01-08 15:30:00+00:00,17,14,3,No Signal
2024-01-08 16:30:00+00:00,10,13,-3,No Signal
2024-01-08 17:30:00+00:00,10,19,-9,No Signal
2024-01-08 18:30:00+00:00,6,27,-21,Long
2024-01-08 19:30:00+00:00,5,20,-15,No Signal
2024-01-08 20:30:00+00:00,2,44,-42,No Signal
2024-01-09 14:30:00+00:00,5,26,-21,No Signal
2024-01-09 15:30:00+00:00,3,28,-25,No Signal
2024-01-09 16:30:00+00:00,2,45,-43,No Signal
2024-01-09 17:30:00+00:00,3,40,-37,No Signal
2024-01-09 18:30:00+00:00,2,34,-32,No Signal
2024-01-09 19:30:00+00:00,2,47,-45,No Signal
2024-01-09 20:30:00+00:00,2,45,-43,No Signal
2024-01-10 14:30:00+00:00,1,25,-24,No Signal
2024-01-10 15:30:00+00:00,4,24,-20,No Signal
2024-01-10 16:30:00+00:00,9,26,-17,No Signal
2024-01-10 17:30:00+00:00,8,23,-15,No Signal
2024-01-10 18:30:00+00:00,6,23,-17,No Signal
2024-01-10 19:30:00+00:00,7,22,-15,No Signal
2024-01-10 20:30:00+00:00,10,21,-11,No Signal
2024-01-11 14:30:00+00:00,12,22,-10,No Signal
2024-01-11 15:30:00+00:00,19,9,10,No Signal
2024-01-11 16:30:00+00:00,21,6,15,No Signal
2024-01-11 17:30:00+00:00,10,11,-1,No Signal
2024-01-11 18:30:00+00:00,6,17,-11,No Signal
2024-01-11 19:30:00+00:00,7,15,-8,No Signal
2024-01-11 20:30:00+00:00,8,16,-8,No Signal
2024-01-12 14:30:00+00:00,7,16,-9,No Signal
2024-01-12 15:30:00+00:00,5,18,-13,No Signal
2024-01-12 16:30:00+00:00,8,16,-8,No Signal
2024-01-12 17:30:00+00:00,8,15,-7,No Signal
2024-01-12 18:30:00+00:00,15,13,2,No Signal
2024-01-12 19:30:00+00:00,13,13,0,No Signal
2024-01-12 20:30:00+00:00,16,15,1,No Signal
2024-01-16 14:30:00+00:00,13,18,-5,No Signal
2024-01-16 15:30:00+00:00,14,26,-12,No Signal
2024-01-16 16:30:00+00:00,16,21,-5,No Signal
2024-01-16 17:30:00+00:00,20,16,4,No Signal
2024-01-16 18:30:00+00:00,30,7,23,Short
2024-01-16 19:30:00+00:00,22,6,16,No Signal
2024-01-16 20:30:00+00:00,20,11,9,No Signal
2024-01-17 14:30:00+00:00,38,3,35,No Signal
2024-01-17 15:30:00+00:00,37,2,35,No Signal
2024-01-17 16:30:00+00:00,36,3,33,No Signal
2024-01-17 17:30:00+00:00,39,3,36,No Signal
2024-01-17 18:30:00+00:00,34,4,30,No Signal
2024-01-17 19:30:00+00:00,33,3,30,No Signal
2024-01-17 20:30:00+00:00,22,6,16,No Signal
2024-01-18 14:30:00+00:00,7,4,3,No Signal
2024-01-18 15:30:00+00:00,6,6,0,No Signal
2024-01-18 16:30:00+00:00,6,6,0,No Signal
2024-01-18 17:30:00+00:00,9,3,6,No Signal
2024-01-18 18:30:00+00:00,6,11,-5,No Signal
2024-01-18 19:30:00+00:00,3,12,-9,No Signal
2024-01-18 20:30:00+00:00,3,8,-5,No Signal
2024-01-19 14:30:00+00:00,3,48,-45,Long
2024-01-19 15:30:00+00:00,3,39,-36,No Signal
2024-01-19 16:30:00+00:00,2,49,-47,No Signal
2024-01-19 17:30:00+00:00,1,59,-58,No Signal
2024-01-19 18:30:00+00:00,1,64,-63,No Signal
2024-01-19 19:30:00+00:00,1,61,-60,No Signal
2024-01-19 20:30:00+00:00,1,54,-53,No Signal
2024-01-22 14:30:00+00:00,2,57,-55,No Signal
2024-01-22 15:30:00+00:00,2,51,-49,No Signal
2024-01-22 16:30:00+00:00,3,54,-51,No Signal
2024-01-22 17:30:00+00:00,2,49,-47,No Signal
2024-01-22 18:30:00+00:00,3,47,-44,No Signal
2024-01-22 19:30:00+00:00,2,45,-43,No Signal
2024-01-22 20:30:00+00:00,3,38,-35,No Signal
2024-01-23 14:30:00+00:00,2,36,-34,No Signal
2024-01-23 15:30:00+00:00,2,23,-21,No Signal
2024-01-23 16:30:00+00:00,3,22,-19,No Signal
2024-01-23 17:30:00+00:00,4,16,-12,No Signal
2024-01-23 18:30:00+00:00,6,13,-7,No Signal
2024-01-23 19:30:00+00:00,5,17,-12,No Signal
2024-01-23 20:30:00+00:00,6,20,-14,No Signal
2024-01-24 14:30:00+00:00,9,22,-13,No Signal
2024-01-24 15:30:00+00:00,6,23,-17,No Signal
2024-01-24 16:30:00+00:00,8,24,-16,No Signal
2024-01-24 17:30:00+00:00,5,27,-22,No Signal
2024-01-24 18:30:00+00:00,5,11,-6,No Signal
2024-01-24 19:30:00+00:00,6,11,-5,No Signal
2024-01-24 20:30:00+00:00,9,10,-1,No Signal
2024-01-25 14:30:00+00:00,14,22,-8,No Signal
2024-01-25 15:30:00+00:00,9,24,-15,No Signal
2024-01-25 16:30:00+00:00,10,21,-11,No Signal
2024-01-25 17:30:00+00:00,11,15,-4,No Signal
2024-01-25 18:30:00+00:00,13,11,2,No Signal
2024-01-25 19:30:00+00:00,14,11,3,No Signal
2024-01-25 20:30:00+00:00,14,13,1,No Signal
2024-01-26 14:30:00+00:00,23,3,20,Short
2024-01-26 15:30:00+00:00,21,8,13,No Signal
2024-01-26 16:30:00+00:00,22,7,15,No Signal
2024-01-26 17:30:00+00:00,24,7,17,No Signal
2024-01-26 18:30:00+00:00,20,7,13,No Signal
2024-01-26 19:30:00+00:00,16,16,0,No Signal
2024-01-26 20:30:00+00:00,20,14,6,No Signal
2024-01-29 14:30:00+00:00,23,9,14,No Signal
2024-01-29 15:30:00+00:00,22,13,9,No Signal
2024-01-29 16:30:00+00:00,16,16,0,No Signal
2024-01-29 17:30:00+00:00,16,17,-1,No Signal
2024-01-29 18:30:00+00:00,14,22,-8,No Signal
2024-01-29 19:30:00+00:00,10,31,-21,Long
2024-01-29 20:30:00+00:00,10,23,-13,No Signal
2024-01-30 14:30:00+00:00,8,16,-8,No Signal
2024-01-30 15:30:00+00:00,6,13,-7,No Signal
2024-01-30 16:30:00+00:00,7,10,-3,No Signal
2024-01-30 17:30:00+00:00,7,13,-6,No Signal
2024-01-30 18:30:00+00:00,8,18,-10,No Signal
2024-01-30 19:30:00+00:00,8,17,-9,No Signal
2024-01-30 20:30:00+00:00,7,19,-12,No Signal
2024-01-31 14:30:00+00:00,17,11,6,No Signal
2024-01-31 15:30:00+00:00,14,6,8,No Signal
2024-01-31 16:30:00+00:00,14,4,10,No Signal
2024-01-31 17:30:00+00:00,11,5,6,No Signal
2024-01-31 18:30:00+00:00,19,1,18,No Signal
2024-01-31 19:30:00+00:00,34,0,34,Short
2024-01-31 20:30:00+00:00,41,1,40,No Signal
2024-02-01 14:30:00+00:00,23,3,20,No Signal
2024-02-01 15:30:00+00:00,28,1,27,No Signal
2024-02-01 16:30:00+00:00,12,3,9,No Signal
2024-02-01 17:30:00+00:00,12,4,8,No Signal
2024-02-01 18:30:00+00:00,8,4,4,No Signal
2024-02-01 19:30:00+00:00,11,4,7,No Signal
2024-02-01 20:30:00+00:00,9,4,5,No Signal
2024-02-02 14:30:00+00:00,17,18,-1,No Signal
2024-02-02 15:30:00+00:00,13,20,-7,No Signal
2024-02-02 16:30:00+00:00,15,19,-4,No Signal
2024-02-02 17:30:00+00:00,14,16,-2,No Signal
2024-02-02 18:30:00+00:00,12,25,-13,No Signal
2024-02-02 19:30:00+00:00,6,31,-25,Long
2024-02-02 20:30:00+00:00,7,31,-24,No Signal
2024-02-05 14:30:00+00:00,7,12,-5,No Signal
2024-02-05 15:30:00+00:00,6,19,-13,No Signal
2024-02-05 16:30:00+00:00,8,17,-9,No Signal
2024-02-05 17:30:00+00:00,11,16,-5,No Signal
2024-02-05 18:30:00+00:00,11,19,-8,No Signal
2024-02-05 19:30:00+00:00,9,17,-8,No Signal
2024-02-05 20:30:00+00:00,13,16,-3,No Signal
2024-02-06 14:30:00+00:00,8,15,-7,No Signal
2024-02-06 15:30:00+00:00,10,14,-4,No Signal
2024-02-06 16:30:00+00:00,14,13,1,No Signal
2024-02-06 17:30:00+00:00,10,12,-2,No Signal
2024-02-06 18:30:00+00:00,19,11,8,No Signal
2024-02-06 19:30:00+00:00,17,10,7,No Signal
2024-02-06 20:30:00+00:00,9,15,-6,No Signal
2024-02-07 14:30:00+00:00,2,38,-36,No Signal
2024-02-07 15:30:00+00:00,4,33,-29,No Signal
2024-02-07 16:30:00+00:00,4,30,-26,No Signal
2024-02-07 17:30:00+00:00,5,29,-24,No Signal
2024-02-07 18:30:00+00:00,5,27,-22,No Signal
2024-02-07 19:30:00+00:00,5,23,-18,No Signal
2024-02-07 20:30:00+00:00,4,25,-21,No Signal
2024-02-08 14:30:00+00:00,8,23,-15,No Signal
2024-02-08 15:30:00+00:00,11,23,-12,No Signal
2024-02-08 16:30:00+00:00,13,32,-19,No Signal
2024-02-08 17:30:00+00:00,13,33,-20,No Signal
2024-02-08 18:30:00+00:00,10,33,-23,No Signal
2024-02-08 19:30:00+00:00,11,31,-20,No Signal
2024-02-08 20:30:00+00:00,9,24,-15,No Signal
2024-02-09 14:30:00+00:00,13,20,-7,No Signal
2024-02-09 15:30:00+00:00,14,23,-9,No Signal
2024-02-09 16:30:00+00:00,12,28,-16,No Signal
2024-02-09 17:30:00+00:00,11,27,-16,No Signal
2024-02-09 18:30:00+00:00,9,26,-17,No Signal
2024-02-09 19:30:00+00:00,6,27,-21,No Signal
2024-02-09 20:30:00+00:00,4,26,-22,No Signal
2024-02-12 14:30:00+00:00,6,17,-11,No Signal
2024-02-12 15:30:00+00:00,3,26,-23,No Signal
2024-02-12 16:30:00+00:00,3,26,-23,No Signal
2024-02-12 17:30:00+00:00,8,28,-20,No Signal
2024-02-12 18:30:00+00:00,8,24,-16,No Signal
2024-02-12 19:30:00+00:00,6,19,-13,No Signal
2024-02-12 20:30:00+00:00,4,20,-16,No Signal
2024-02-13 14:30:00+00:00,29,4,25,Short
2024-02-13 15:30:00+00:00,24,2,22,No Signal
2024-02-13 16:30:00+00:00,33,3,30,No Signal
2024-02-13 17:30:00+00:00,40,2,38,No Signal
2024-02-13 18:30:00+00:00,49,1,48,No Signal
2024-02-13 19:30:00+00:00,48,3,45,No Signal
2024-02-13 20:30:00+00:00,35,2,33,No Signal
2024-02-14 14:30:00+00:00,17,1,16,No Signal
2024-02-14 15:30:00+00:00,22,2,20,No Signal
2024-02-14 16:30:00+00:00,22,1,21,No Signal
2024-02-14 17:30:00+00:00,19,4,15,No Signal
2024-02-14 18:30:00+00:00,18,2,16,No Signal
2024-02-14 19:30:00+00:00,12,5,7,No Signal
2024-02-14 20:30:00+00:00,10,5,5,No Signal
2024-02-15 14:30:00+00:00,2,23,-21,Long
2024-02-15 15:30:00+00:00,3,22,-19,No Signal
2024-02-15 16:30:00+00:00,1,29,-28,No Signal
2024-02-15 17:30:00+00:00,0,35,-35,No Signal
2024-02-15 18:30:00+00:00,0,50,-50,No Signal
2024-02-15 19:30:00+00:00,0,49,-49,No Signal
2024-02-15 20:30:00+00:00,1,41,-40,No Signal
2024-02-16 14:30:00+00:00,12,24,-12,No Signal
2024-02-16 15:30:00+00:00,3,36,-33,No Signal
2024-02-16 16:30:00+00:00,3,37,-34,No Signal
2024-02-16 17:30:00+00:00,6,32,-26,No Signal
2024-02-16 18:30:00+00:00,4,31,-27,No Signal
2024-02-16 19:30:00+00:00,9,13,-4,No Signal
2024-02-16 20:30:00+00:00,11,14,-3,No Signal
2024-02-20 14:30:00+00:00,20,6,14,No Signal
2024-02-20 15:30:00+00:00,12,6,6,No Signal
2024-02-20 16:30:00+00:00,24,4,20,Short
2024-02-20 17:30:00+00:00,26,5,21,No Signal
2024-02-20 18:30:00+00:00,20,4,16,No Signal
2024-02-20 19:30:00+00:00,17,5,12,No Signal
2024-02-20 20:30:00+00:00,17,4,13,No Signal
2024-02-21 14:30:00+00:00,20,5,15,No Signal
2024-02-21 15:30:00+00:00,32,4,28,No Signal
2024-02-21 16:30:00+00:00,33,3,30,No Signal
2024-02-21 17:30:00+00:00,29,2,27,No Signal
2024-02-21 18:30:00+00:00,40,1,39,No Signal
2024-02-21 19:30:00+00:00,22,3,19,No Signal
2024-02-21 20:30:00+00:00,12,6,6,No Signal
2024-02-22 14:30:00+00:00,6,27,-21,Long
2024-02-22 15:30:00+00:00,5,25,-20,No Signal
2024-02-22 16:30:00+00:00,3,42,-39,No Signal
2024-02-22 17:30:00+00:00,2,45,-43,No Signal
2024-02-22 18:30:00+00:00,1,46,-45,No Signal
2024-02-22 19:30:00+00:00,3,40,-37,No Signal
2024-02-22 20:30:00+00:00,4,33,-29,No Signal
2024-02-23 14:30:00+00:00,3,47,-44,No Signal
2024-02-23 15:30:00+00:00,2,40,-38,No Signal
2024-02-23 16:30:00+00:00,1,44,-43,No Signal
2024-02-23 17:30:00+00:00,3,49,-46,No Signal
2024-02-23 18:30:00+00:00,2,47,-45,No Signal
2024-02-23 19:30:00+00:00,2,45,-43,No Signal
2024-02-23 20:30:00+00:00,4,38,-34,No Signal
2024-02-26 14:30:00+00:00,5,22,-17,No Signal
2024-02-26 15:30:00+00:00,6,21,-15,No Signal
2024-02-26 16:30:00+00:00,11,21,-10,No Signal
2024-02-26 17:30:00+00:00,11,12,-1,No Signal
2024-02-26 18:30:00+00:00,17,12,5,No Signal
2024-02-26 19:30:00+00:00,12,14,-2,No Signal
2024-02-26 20:30:00+00:00,10,11,-1,No Signal
2024-02-27 14:30:00+00:00,16,18,-2,No Signal
2024-02-27 15:30:00+00:00,17,15,2,No Signal
2024-02-27 16:30:00+00:00,14,10,4,No Signal
2024-02-27 17:30:00+00:00,22,7,15,No Signal
2024-02-27 18:30:00+00:00,16,17,-1,No Signal
2024-02-27 19:30:00+00:00,15,17,-2,No Signal
2024-02-27 20:30:00+00:00,12,14,-2,No Signal
2024-02-28 14:30:00+00:00,17,8,9,No Signal
2024-02-28 15:30:00+00:00,11,10,1,No Signal
2024-02-28 16:30:00+00:00,15,11,4,No Signal
2024-02-28 17:30:00+00:00,7,11,-4,No Signal
2024-02-28 18:30:00+00:00,17,9,8,No Signal
2024-02-28 19:30:00+00:00,12,7,5,No Signal
2024-02-28 20:30:00+00:00,10,11,-1,No Signal
2024-02-29 14:30:00+00:00,11,8,3,No Signal
2024-02-29 15:30:00+00:00,11,8,3,No Signal
2024-02-29 16:30:00+00:00,11,7,4,No Signal
2024-02-29 17:30:00+00:00,9,12,-3,No Signal
2024-02-29 18:30:00+00:00,13,8,5,No Signal
2024-02-29 19:30:00+00:00,14,9,5,No Signal
2024-02-29 20:30:00+00:00,15,9,6,No Signal
2024-03-01 14:30:00+00:00,7,30,-23,No Signal
2024-03-01 15:30:00+00:00,9,30,-21,No Signal
2024-03-01 16:30:00+00:00,4,33,-29,No Signal
2024-03-01 17:30:00+00:00,6,33,-27,No Signal
2024-03-01 18:30:00+00:00,3,36,-33,No Signal
2024-03-01 19:30:00+00:00,3,34,-31,No Signal
2024-03-01 20:30:00+00:00,4,33,-29,No Signal
2024-03-04 14:30:00+00:00,17,33,-16,No Signal
2024-03-04 15:30:00+00:00,13,31,-18,No Signal
2024-03-04 16:30:00+00:00,14,34,-20,No Signal
2024-03-04 17:30:00+00:00,16,29,-13,No Signal
2024-03-04 18:30:00+00:00,17,27,-10,No Signal
2024-03-04 19:30:00+00:00,14,30,-16,No Signal
2024-03-04 20:30:00+00:00,15,25,-10,No Signal
2024-03-05 14:30:00+00:00,28,11,17,No Signal
2024-03-05 15:30:00+00:00,30,10,20,Short
2024-03-05 16:30:00+00:00,31,7,24,No Signal
2024-03-05 17:30:00+00:00,36,8,28,No Signal
2024-03-05 18:30:00+00:00,48,4,44,No Signal
2024-03-05 19:30:00+00:00,49,3,46,No Signal
2024-03-05 20:30:00+00:00,37,3,34,No Signal
2024-03-06 14:30:00+00:00,23,5,18,No Signal
2024-03-06 15:30:00+00:00,18,7,11,No Signal
2024-03-06 16:30:00+00:00,15,6,9,No Signal
2024-03-06 17:30:00+00:00,11,7,4,No Signal
2024-03-06 18:30:00+00:00,15,7,8,No Signal
2024-03-06 19:30:00+00:00,19,5,14,No Signal
2024-03-06 20:30:00+00:00,16,6,10,No Signal
2024-03-07 14:30:00+00:00,4,20,-16,No Signal
2024-03-07 15:30:00+00:00,3,23,-20,Long
2024-03-07 16:30:00+00:00,3,30,-27,No Signal
2024-03-07 17:30:00+00:00,2,33,-31,No Signal
2024-03-07 18:30:00+00:00,1,36,-35,No Signal
2024-03-07 19:30:00+00:00,1,43,-42,No Signal
2024-03-07 20:30:00+00:00,3,31,-28,No Signal
2024-03-08 14:30:00+00:00,5,33,-28,No Signal
2024-03-08 15:30:00+00:00,3,14,-11,No Signal
2024-03-08 16:30:00+00:00,3,13,-10,No Signal
2024-03-08 17:30:00+00:00,4,8,-4,No Signal
2024-03-08 18:30:00+00:00,3,14,-11,No Signal
2024-03-08 19:30:00+00:00,4,8,-4,No Signal
2024-03-08 20:30:00+00:00,5,8,-3,No Signal
2024-03-11 13:30:00+00:00,20,12,8,No Signal
2024-03-11 14:30:00+00:00,25,16,9,No Signal
2024-03-11 15:30:00+00:00,24,17,7,No Signal
2024-03-11 16:30:00+00:00,24,18,6,No Signal
2024-03-11 17:30:00+00:00,21,13,8,No Signal
2024-03-11 18:30:00+00:00,19,13,6,No Signal
2024-03-11 19:30:00+00:00,17,16,1,No Signal
2024-03-12 13:30:00+00:00,15,13,2,No Signal
2024-03-12 14:30:00+00:00,8,13,-5,No Signal
2024-03-12 15:30:00+00:00,13,10,3,No Signal
2024-03-12 16:30:00+00:00,7,15,-8,No Signal
2024-03-12 17:30:00+00:00,5,16,-11,No Signal
2024-03-12 18:30:00+00:00,4,23,-19,No Signal
2024-03-12 19:30:00+00:00,5,22,-17,No Signal
2024-03-13 13:30:00+00:00,2,24,-22,No Signal
2024-03-13 14:30:00+00:00,2,21,-19,No Signal
2024-03-13 15:30:00+00:00,5,20,-15,No Signal
2024-03-13 16:30:00+00:00,4,22,-18,No Signal
2024-03-13 17:30:00+00:00,7,19,-12,No Signal
2024-03-13 18:30:00+00:00,9,13,-4,No Signal
2024-03-13 19:30:00+00:00,11,12,-1,No Signal
2024-03-14 13:30:00+00:00,22,7,15,No Signal
2024-03-14 14:30:00+00:00,25,7,18,No Signal
2024-03-14 15:30:00+00:00,17,8,9,No Signal
2024-03-14 16:30:00+00:00,22,8,14,No Signal
2024-03-14 17:30:00+00:00,24,7,17,No Signal
2024-03-14 18:30:00+00:00,33,6,27,Short
2024-03-14 19:30:00+00:00,19,7,12,No Signal
2024-03-15 13:30:00+00:00,27,1,26,No Signal
2024-03-15 14:30:00+00:00,22,3,19,No Signal
2024-03-15 15:30:00+00:00,28,2,26,No Signal
2024-03-15 16:30:00+00:00,32,1,31,No Signal
2024-03-15 17:30:00+00:00,34,2,32,No Signal
2024-03-15 18:30:00+00:00,22,5,17,No Signal
2024-03-15 19:30:00+00:00,28,5,23,No Signal
2024-03-18 13:30:00+00:00,7,12,-5,No Signal
2024-03-18 14:30:00+00:00,4,15,-11,No Signal
2024-03-18 15:30:00+00:00,6,9,-3,No Signal
2024-03-18 16:30:00+00:00,4,14,-10,No Signal
2024-03-18 17:30:00+00:00,6,11,-5,No Signal
2024-03-18 18:30:00+00:00,5,14,-9,No Signal
2024-03-18 19:30:00+00:00,13,10,3,No Signal
2024-03-19 13:30:00+00:00,16,11,5,No Signal
2024-03-19 14:30:00+00:00,5,8,-3,No Signal
2024-03-19 15:30:00+00:00,1,13,-12,No Signal
2024-03-19 16:30:00+00:00,2,16,-14,No Signal
2024-03-19 17:30:00+00:00,0,14,-14,No Signal
2024-03-19 18:30:00+00:00,3,10,-7,No Signal
2024-03-19 19:30:00+00:00,1,14,-13,No Signal
2024-03-20 13:30:00+00:00,11,11,0,No Signal
2024-03-20 14:30:00+00:00,8,7,1,No Signal
2024-03-20 15:30:00+00:00,6,6,0,No Signal
2024-03-20 16:30:00+00:00,9,3,6,No Signal
2024-03-20 17:30:00+00:00,2,10,-8,No Signal
2024-03-20 18:30:00+00:00,1,17,-16,No Signal
2024-03-20 19:30:00+00:00,1,20,-19,No Signal
2024-03-21 13:30:00+00:00,2,56,-54,Long
2024-03-21 14:30:00+00:00,0,48,-48,No Signal
2024-03-21 15:30:00+00:00,0,45,-45,No Signal
2024-03-21 16:30:00+00:00,1,39,-38,No Signal
2024-03-21 17:30:00+00:00,1,36,-35,No Signal
2024-03-21 18:30:00+00:00,1,39,-38,No Signal
2024-03-21 19:30:00+00:00,2,30,-28,No Signal
2024-03-22 13:30:00+00:00,3,24,-21,No Signal
2024-03-22 14:30:00+00:00,4,22,-18,No Signal
2024-03-22 15:30:00+00:00,3,18,-15,No Signal
2024-03-22 16:30:00+00:00,4,25,-21,No Signal
2024-03-22 17:30:00+00:00,8,15,-7,No Signal
2024-03-22 18:30:00+00:00,13,7,6,No Signal
2024-03-22 19:30:00+00:00,11,6,5,No Signal
2024-03-25 13:30:00+00:00,28,4,24,Short
2024-03-25 14:30:00+00:00,26,4,22,No Signal
2024-03-25 15:30:00+00:00,33,2,31,No Signal
2024-03-25 16:30:00+00:00,25,3,22,No Signal
2024-03-25 17:30:00+00:00,23,7,16,No Signal
2024-03-25 18:30:00+00:00,21,7,14,No Signal
2024-03-25 19:30:00+00:00,23,6,17,No Signal
2024-03-26 13:30:00+00:00,8,8,0,No Signal
2024-03-26 14:30:00+00:00,10,11,-1,No Signal
2024-03-26 15:30:00+00:00,7,11,-4,No Signal
2024-03-26 16:30:00+00:00,19,11,8,No Signal
2024-03-26 17:30:00+00:00,17,7,10,No Signal
2024-03-26 18:30:00+00:00,17,9,8,No Signal
2024-03-26 19:30:00+00:00,19,5,14,No Signal
2024-03-27 13:30:00+00:00,11,15,-4,No Signal
2024-03-27 14:30:00+00:00,10,11,-1,No Signal
2024-03-27 15:30:00+00:00,10,12,-2,No Signal
2024-03-27 16:30:00+00:00,10,13,-3,No Signal
2024-03-27 17:30:00+00:00,7,13,-6,No Signal
2024-03-27 18:30:00+00:00,8,12,-4,No Signal
2024-03-27 19:30:00+00:00,2,16,-14,No Signal
2024-03-28 13:30:00+00:00,11,24,-13,No Signal
2024-03-28 14:30:00+00:00,7,26,-19,No Signal
2024-03-28 15:30:00+00:00,8,24,-16,No Signal
2024-03-28 16:30:00+00:00,8,22,-14,No Signal
2024-03-28 17:30:00+00:00,10,22,-12,No Signal
2024-03-28 18:30:00+00:00,7,24,-17,No Signal
2024-03-28 19:30:00+00:00,5,21,-16,No Signal
2024-04-01 14:30:00+01:00,7,17,-10,No Signal
2024-04-01 15:30:00+01:00,8,13,-5,No Signal
2024-04-01 16:30:00+01:00,14,14,0,No Signal
2024-04-01 17:30:00+01:00,14,11,3,No Signal
2024-04-01 18:30:00+01:00,13,8,5,No Signal
2024-04-01 19:30:00+01:00,12,8,4,No Signal
2024-04-01 20:30:00+01:00,15,7,8,No Signal
2024-04-02 14:30:00+01:00,43,1,42,No Signal
2024-04-02 15:30:00+01:00,41,0,41,No Signal
2024-04-02 16:30:00+01:00,43,1,42,No Signal
2024-04-02 17:30:00+01:00,39,3,36,No Signal
2024-04-02 18:30:00+01:00,41,1,40,No Signal
2024-04-02 19:30:00+01:00,39,1,38,No Signal
2024-04-02 20:30:00+01:00,37,4,33,No Signal
2024-04-03 14:30:00+01:00,21,2,19,No Signal
2024-04-03 15:30:00+01:00,17,3,14,No Signal
2024-04-03 16:30:00+01:00,17,4,13,No Signal
2024-04-03 17:30:00+01:00,19,5,14,No Signal
2024-04-03 18:30:00+01:00,18,6,12,No Signal
2024-04-03 19:30:00+01:00,24,4,20,No Signal
2024-04-03 20:30:00+01:00,24,4,20,No Signal
2024-04-04 14:30:00+01:00,8,27,-19,No Signal
2024-04-04 15:30:00+01:00,11,21,-10,No Signal
2024-04-04 16:30:00+01:00,9,27,-18,No Signal
2024-04-04 17:30:00+01:00,8,29,-21,Long
2024-04-04 18:30:00+01:00,14,5,9,No Signal
2024-04-04 19:30:00+01:00,25,0,25,Short
2024-04-04 20:30:00+01:00,29,0,29,No Signal
2024-04-05 14:30:00+01:00,23,0,23,No Signal
2024-04-05 15:30:00+01:00,13,0,13,No Signal
2024-04-05 16:30:00+01:00,8,1,7,No Signal
2024-04-05 17:30:00+01:00,9,1,8,No Signal
2024-04-05 18:30:00+01:00,8,0,8,No Signal
2024-04-05 19:30:00+01:00,5,0,5,No Signal
2024-04-05 20:30:00+01:00,8,0,8,No Signal
2024-04-08 14:30:00+01:00,17,0,17,No Signal
2024-04-08 15:30:00+01:00,9,0,9,No Signal
2024-04-08 16:30:00+01:00,16,0,16,No Signal
2024-04-08 17:30:00+01:00,12,0,12,No Signal
2024-04-08 18:30:00+01:00,3,6,-3,No Signal
